10794,CHICKEN SOUP FOR THE SOUL: WOMAN TO WOMAN,Jack Canfield,YES,9,Short Stories Inspirational,2.54,31,src\ImagesOthers\bookpic2.jpg
10795,CHICKEN SOUP FOR THE WOMAN GOLFER'S SOUL,Jack Canfield,YES,1,Short Stories Inspirational,3.81,55,src\ImagesOthers\bookpic2.jpg
10796,CHICKEN SOUP FOR THE SOUL AT WORK,Jack Canfield,YES,2,Short Stories Inspirational,4.14,38,src\ImagesOthers\bookpic2.jpg
10797,CHICKEN SOUP FOR THE WORKING WOMAN'S SOUL,Jack Canfield,YES,30,Short Stories Inspirational,4.84,24,src\ImagesOthers\bookpic2.jpg
10798,LIFE LESSONS FOR WOMEN,Jack Canfield,YES,1,Short Stories Inspirational,1.92,7,src\ImagesOthers\bookpic2.jpg
10799,SOPA DE POLLO PARA EL ALMA DE LOS PADRES,Jack Canfield,YES,2,Short Stories Inspirational,2.43,94,src\ImagesOthers\bookpic2.jpg
10800,DEAD SHOT,Jack Coughlin,YES,8,Thriller War Suspense,4.17,72,src\ImagesOthers\bookpic2.jpg
10801,WHITE FANG,Jack London,YES,5,Adventure,2.91,65,src\ImagesOthers\bookpic2.jpg
10802,GODDESS OF VENGEANCE,Jackie Collins,YES,30,Fantasy,4.48,91,src\ImagesOthers\bookpic2.jpg
10803,HOLLYWOOD WIVES,Jackie Collins,YES,22,Chicklit Romance,3.79,76,src\ImagesOthers\bookpic2.jpg
10804,THE ME WITHOUT,Jacqueline Raposo ,YES,21,Nonfiction Self Help Memoir,3.47,18,src\ImagesOthers\bookpic2.jpg
10805,JACOB,Jacquelyn Frank,YES,23,Romance,2.67,64,src\ImagesOthers\bookpic2.jpg
10806,THE MOSES STONE,James Becker,YES,15,India Fantasy Romance,1.06,0,src\ImagesOthers\bookpic2.jpg
10807,THE MAZE RUNNER,James Dashner,YES,2,Science Fiction,4.64,46,src\ImagesOthers\bookpic2.jpg
10808,LOST HORIZON,James Hilton,YES,11,Fantasy,3.95,12,src\ImagesOthers\bookpic2.jpg
10809,ULYSSES,James Joyce,YES,23,Modernist Fiction,1.14,64,src\ImagesOthers\bookpic2.jpg
10810,10TH ANNIVERSARY,James Patterson,YES,2,Suspense,2.57,3,src\ImagesOthers\bookpic2.jpg
10811,11TH HOUR,James Patterson,YES,24,Crime,2.03,58,src\ImagesOthers\bookpic2.jpg
10812,12TH OF NEVER,James Patterson,YES,20,Thriller,1.39,65,src\ImagesOthers\bookpic2.jpg
10813,14TH DEADLY SIN,James Patterson,YES,15,Suspense,2.95,79,src\ImagesOthers\bookpic2.jpg
10814,15TH AFFAIR,James Patterson,YES,17,Crime,2.35,47,src\ImagesOthers\bookpic2.jpg
10815,16TH SEDUCTION,James Patterson,YES,9,Crime,3.78,65,src\ImagesOthers\bookpic2.jpg
10816,17TH SUSPECT,James Patterson,YES,20,Thriller,4.67,9,src\ImagesOthers\bookpic2.jpg
10817,18TH ABDUCTION,James Patterson,YES,18,Mystery Thriller Crime,4.1,44,src\ImagesOthers\bookpic2.jpg
10818,18TH ABDUCTION,James Patterson,YES,23,Mystery,2.29,62,src\ImagesOthers\bookpic2.jpg
10819,1ST TO DIE,James Patterson,YES,26,Suspense,1.99,30,src\ImagesOthers\bookpic2.jpg
10820,2ND CHANCE,James Patterson,YES,8,Thriller,1.86,89,src\ImagesOthers\bookpic2.jpg
10821,3RD DEGREE,James Patterson,YES,15,Mystery,3.42,17,src\ImagesOthers\bookpic2.jpg
10822,4TH OF JULY,James Patterson,YES,10,Suspense,3.12,45,src\ImagesOthers\bookpic2.jpg
10823,5TH HORSEMAN,James Patterson,YES,17,Mystery,4.07,23,src\ImagesOthers\bookpic2.jpg
10824,7TH HEAVEN,James Patterson,YES,10,Crime,4.29,70,src\ImagesOthers\bookpic2.jpg
10825,8TH CONFESSION,James Patterson,YES,19,Thriller,2.45,12,src\ImagesOthers\bookpic2.jpg
10826,ALEX CROSS RUN,James Patterson,YES,26,Suspense,2.98,98,src\ImagesOthers\bookpic2.jpg
10827,ALEX CROSS'S TRIAL,James Patterson,YES,19,Mystery,1.59,91,src\ImagesOthers\bookpic2.jpg
10828,ALONG CAME A SPIDER,James Patterson,YES,16,Thriller,1.68,30,src\ImagesOthers\bookpic2.jpg
10829,ANGEL,James Patterson,YES,26,Thriller,4,97,src\ImagesOthers\bookpic2.jpg
10830,BEACH ROAD,James Patterson,YES,2,Thriller,5,11,src\ImagesOthers\bookpic2.jpg
10831,BLINDSIDE,James Patterson,YES,13,Mystery,3.52,96,src\ImagesOthers\bookpic2.jpg
10832,CAT AND MOUSE,James Patterson,YES,23,Crime,4.36,67,src\ImagesOthers\bookpic2.jpg
10833,CROSS,James Patterson,YES,4,Crime,3.77,10,src\ImagesOthers\bookpic2.jpg
10834,CROSS COUNTRY,James Patterson,YES,27,Thriller,4.09,76,src\ImagesOthers\bookpic2.jpg
10835,CROSS FIRE,James Patterson,YES,24,Crime,3.95,37,src\ImagesOthers\bookpic2.jpg
10836,CROSS JUSTICE,James Patterson,YES,16,Suspense,4.13,16,src\ImagesOthers\bookpic2.jpg
10837,CROSS MY HEART,James Patterson,YES,5,Thriller,1.44,2,src\ImagesOthers\bookpic2.jpg
10838,CROSS THE LINE,James Patterson,YES,20,Thriller,1.77,24,src\ImagesOthers\bookpic2.jpg
10839,DOUBLE CROSS,James Patterson,YES,20,Crime,4.99,90,src\ImagesOthers\bookpic2.jpg
10840,FANG,James Patterson,YES,2,Crime,2.24,83,src\ImagesOthers\bookpic2.jpg
10841,FOUR BLIND MICE,James Patterson,YES,10,Crime,2.99,58,src\ImagesOthers\bookpic2.jpg
10842,GUILTY WIVES,James Patterson,YES,23,Mystery Thriller Crime,3.88,42,src\ImagesOthers\bookpic2.jpg
10843,GUILTY WIVES,James Patterson,YES,7,Mystery,1.49,29,src\ImagesOthers\bookpic2.jpg
10844,HONEYMOON,James Patterson,YES,6,Crime,1.97,0,src\ImagesOthers\bookpic2.jpg
10845,HOPE TO DIE,James Patterson,YES,3,Mystery,4.3,62,src\ImagesOthers\bookpic2.jpg
10846,I ALEX CROSS,James Patterson,YES,5,Suspense,3.8,23,src\ImagesOthers\bookpic2.jpg
10847,JACK & JILL,James Patterson,YES,26,Suspense,3.95,25,src\ImagesOthers\bookpic2.jpg
10848,JUDGE & JURY,James Patterson,YES,21,Mystery,3.09,91,src\ImagesOthers\bookpic2.jpg
10849,KILL ALEX CROSS,James Patterson,YES,6,Thriller,4.01,95,src\ImagesOthers\bookpic2.jpg
10850,KILL ME IF YOU CAN,James Patterson,YES,29,Suspense,4.85,76,src\ImagesOthers\bookpic2.jpg
10851,KISS THE GIRLS,James Patterson,YES,10,Mystery,4.25,23,src\ImagesOthers\bookpic2.jpg
10852,LIFEGUARD,James Patterson,YES,17,Suspense,1.74,66,src\ImagesOthers\bookpic2.jpg
10853,LONDON BRIDGES,James Patterson,YES,4,Mystery,3.93,0,src\ImagesOthers\bookpic2.jpg
10854,MARY MARY,James Patterson,YES,5,Suspense,2.6,92,src\ImagesOthers\bookpic2.jpg
10855,MAX,James Patterson,YES,9,Suspense,1.29,58,src\ImagesOthers\bookpic2.jpg
10856,MERRY CHRISTMAS ALEX CROSS,James Patterson,YES,2,Mystery,2.69,43,src\ImagesOthers\bookpic2.jpg
10857,NEVERMORE,James Patterson,YES,2,Mystery,4.09,83,src\ImagesOthers\bookpic2.jpg
10858,NOW YOU SEE HER,James Patterson,YES,21,Crime,4.58,97,src\ImagesOthers\bookpic2.jpg
10859,NYPD RED,James Patterson,YES,21,Crime,3.96,45,src\ImagesOthers\bookpic2.jpg
10860,NYPD RED 2,James Patterson,YES,16,Thriller,4.3,75,src\ImagesOthers\bookpic2.jpg
10861,NYPD RED 3,James Patterson,YES,14,Mystery,2.67,60,src\ImagesOthers\bookpic2.jpg
10862,NYPD RED 4,James Patterson,YES,14,Suspense,2.63,19,src\ImagesOthers\bookpic2.jpg
10863,NYPD RED 5,James Patterson,YES,10,Mystery Thriller Crime,3.45,64,src\ImagesOthers\bookpic2.jpg
10864,NYPD RED 5,James Patterson,YES,20,Crime,3.45,47,src\ImagesOthers\bookpic2.jpg
10865,NYPD RED 6,James Patterson,YES,24,Thriller,4.71,76,src\ImagesOthers\bookpic2.jpg
10866,POP GOES THE WEASEL,James Patterson,YES,1,Thriller,4.44,49,src\ImagesOthers\bookpic2.jpg
10867,PRIVATE,James Patterson,YES,27,Suspense,2.26,24,src\ImagesOthers\bookpic2.jpg
10868,PRIVATE BERLIN,James Patterson,YES,7,Suspense,1.64,13,src\ImagesOthers\bookpic2.jpg
10869,PRIVATE DOWN UNDER,James Patterson,YES,19,Crime,2.87,51,src\ImagesOthers\bookpic2.jpg
10870,PRIVATE GAMES,James Patterson,YES,27,Thriller,2.53,99,src\ImagesOthers\bookpic2.jpg
10871,PRIVATE INDIA: CITY ON FIRE,James Patterson,YES,13,Thriller,2.01,71,src\ImagesOthers\bookpic2.jpg
10872,PRIVATE L.A.,James Patterson,YES,5,Crime,1.74,50,src\ImagesOthers\bookpic2.jpg
10873,PRIVATE LONDON,James Patterson,YES,13,Mystery,2.1,44,src\ImagesOthers\bookpic2.jpg
10874,PRIVATE SYDNEY,James Patterson,YES,22,Suspense,4.04,21,src\ImagesOthers\bookpic2.jpg
10875,PRIVATE VEGAS,James Patterson,YES,20,Mystery,3.38,94,src\ImagesOthers\bookpic2.jpg
10876,PRIVATE: #1 SUSPECT,James Patterson,YES,30,Crime,1.49,71,src\ImagesOthers\bookpic2.jpg
10877,ROSES ARE RED,James Patterson,YES,18,Mystery,1.17,2,src\ImagesOthers\bookpic2.jpg
10878,SAIL,James Patterson,YES,17,Crime,4.39,26,src\ImagesOthers\bookpic2.jpg
10879,SAVING THE WORLD AND OTHER EXTREME SPORTS,James Patterson,YES,12,Thriller,2.61,11,src\ImagesOthers\bookpic2.jpg
10880,SCHOOL'S OUT—FOREVER,James Patterson,YES,16,Crime,1.62,27,src\ImagesOthers\bookpic2.jpg
10881,SUZANNE'S DIARY FOR NICHOLAS,James Patterson,YES,28,Mystery,4.96,48,src\ImagesOthers\bookpic2.jpg
10882,SWIMSUIT,James Patterson,YES,2,Thriller,1.03,64,src\ImagesOthers\bookpic2.jpg
10883,THE 17TH SUSPECT,James Patterson,YES,3,Suspense,2.32,58,src\ImagesOthers\bookpic2.jpg
10884,THE 6TH TARGET,James Patterson,YES,10,Suspense,2.51,37,src\ImagesOthers\bookpic2.jpg
10885,THE 9TH JUDGMENT,James Patterson,YES,21,Mystery,4.2,39,src\ImagesOthers\bookpic2.jpg
10886,THE ANGEL EXPERIMENT,James Patterson,YES,18,Suspense,4.1,26,src\ImagesOthers\bookpic2.jpg
10887,THE BIG BAD WOLF,James Patterson,YES,24,Thriller,4.62,18,src\ImagesOthers\bookpic2.jpg
10888,THE CHEF,James Patterson,YES,20,Crime,3.2,87,src\ImagesOthers\bookpic2.jpg
10889,THE FINAL WARNING,James Patterson,YES,2,Mystery,2.71,41,src\ImagesOthers\bookpic2.jpg
10890,THE JESTER,James Patterson,YES,17,Suspense,2.68,62,src\ImagesOthers\bookpic2.jpg
10891,THE PEOPLE VS. ALEX CROSS,James Patterson,YES,17,Mystery,3.72,96,src\ImagesOthers\bookpic2.jpg
10892,THE POSTCARD KILLERS,James Patterson,YES,18,Mystery,1.3,75,src\ImagesOthers\bookpic2.jpg
10893,THE QUICKIE,James Patterson,YES,5,Crime,3.39,45,src\ImagesOthers\bookpic2.jpg
10894,THE SUMMER HOUSE,James Patterson,YES,1,Thriller,4.11,45,src\ImagesOthers\bookpic2.jpg
10895,UNLUCKY 13,James Patterson,YES,14,Crime Mystery Thriller Suspense,4.06,26,src\ImagesOthers\bookpic2.jpg
10896,UNLUCKY 13,James Patterson,YES,12,Mystery,1.64,63,src\ImagesOthers\bookpic2.jpg
10897,VIOLETS ARE BLUE,James Patterson,YES,19,Suspense,2.04,59,src\ImagesOthers\bookpic2.jpg
10898,ZOO,James Patterson,YES,10,Thriller,2.9,12,src\ImagesOthers\bookpic2.jpg
10899,BEAUTIFUL DISASTER,Jamie Mcguire,YES,9,Romance,3.87,68,src\ImagesOthers\bookpic2.jpg
10900,PRIDE AND PREJUDICE,Jane Austen,YES,20,Romance,3.17,0,src\ImagesOthers\bookpic2.jpg
10901,PRIDE AND PREJUDICE,Jane Austen,YES,7,Romance,2.53,26,src\ImagesOthers\bookpic2.jpg
10902,SENSE AND SENSIBILITY,Jane Austen,YES,26,Romance,2.33,92,src\ImagesOthers\bookpic2.jpg
10903,GETTING IT,Jane Blanchard,YES,1,,2.77,97,src\ImagesOthers\bookpic2.jpg
10904,THE GIRL ON THE RUN,Jane Costello,YES,8,Romance Chicklit,3.9,41,src\ImagesOthers\bookpic2.jpg
10905,MY SWEET REVENGE,Jane Fallon,YES,4,Romance,3.91,60,src\ImagesOthers\bookpic2.jpg
10906,A LONG WAY FROM VERONA BRAND NEW,Jane Gardam,YES,21,Historical Fiction,3.84,36,src\ImagesOthers\bookpic2.jpg
10907,LIFE SWAP,Jane Green,YES,29,Chicklit Romance,3.59,43,src\ImagesOthers\bookpic2.jpg
10908,MR MAYBE,Jane Green,YES,25,Chicklit Romance,3.48,64,src\ImagesOthers\bookpic2.jpg
10909,THE BEACH HOUSE,Jane Green,YES,7,Romance,1.02,31,src\ImagesOthers\bookpic2.jpg
10910,THE DRY,Jane Harper,YES,9,Fantasy Romance Magical Realism Classic,1.24,74,src\ImagesOthers\bookpic2.jpg
10911,THE LITTLE WEDDING SHOP BY THE SEA,Jane Linfoot,YES,27,Romance,4.14,84,src\ImagesOthers\bookpic2.jpg
10912,LOVE COMES SOFTLY,Janette Oke,YES,6,Romance,3.58,16,src\ImagesOthers\bookpic2.jpg
10913,FALLING INTO YOU,Jasinda Wilder,YES,28,Romance,3.49,41,src\ImagesOthers\bookpic2.jpg
10914,THE WEDDING DATE,Jasmine Guillory,YES,16,Romance,3.83,46,src\ImagesOthers\bookpic2.jpg
10915,RULE,Jay Crownover,YES,22,Romance,1.12,43,src\ImagesOthers\bookpic2.jpg
10916,THE WHITE ROSE,Jean Hanff Korelitz,YES,12,Historical Fiction Romance,3.67,70,src\ImagesOthers\bookpic2.jpg
10917,DAUGHTER OF ARABIA,Jean Sasson,YES,8,Historical Fiction,3.77,39,src\ImagesOthers\bookpic2.jpg
10918,LOVE IN A TORN LAND,Jean Sasson,YES,30,Romance,2.09,69,src\ImagesOthers\bookpic2.jpg
10919,THE GLASS CASTLE,Jeanette Walls,YES,6,Memoir,4.21,31,src\ImagesOthers\bookpic2.jpg
10920,ONCE BURNED,Jeaniene Frost,YES,12,Romance,1.47,16,src\ImagesOthers\bookpic2.jpg
10921,GARDEN OF BEASTS,Jeffery Deaver,YES,17,Mystery Thriller Crime,3.89,5,src\ImagesOthers\bookpic2.jpg
10922,A PRISONER OF BIRTH,Jeffrey Archer,YES,23,Mystery,3.62,55,src\ImagesOthers\bookpic2.jpg
10923,A QUIVER FULL OF ARROWS,Jeffrey Archer,YES,26,Short Stories,4.42,94,src\ImagesOthers\bookpic2.jpg
10924,A TWIST IN THE TALE,Jeffrey Archer,YES,9,Short Stories,3.75,28,src\ImagesOthers\bookpic2.jpg
10925,AND THEREBY HANGS A TALE,Jeffrey Archer,YES,8,Short Stories,3.15,5,src\ImagesOthers\bookpic2.jpg
10926,AS THE CROW FLIES,Jeffrey Archer,YES,26,Mystery,1.46,70,src\ImagesOthers\bookpic2.jpg
10927,BE CAREFUL WHAT YOU WISH FOR,Jeffrey Archer,YES,2,Thriller,2.31,68,src\ImagesOthers\bookpic2.jpg
10928,BEST KEPT SECRET,Jeffrey Archer,YES,19,Thriller,4.15,57,src\ImagesOthers\bookpic2.jpg
10929,CAT O' NINE TALES,Jeffrey Archer,YES,9,Short Stories,4.11,82,src\ImagesOthers\bookpic2.jpg
10930,COMETH THE HOUR,Jeffrey Archer,YES,10,Thriller,1.5,72,src\ImagesOthers\bookpic2.jpg
10931,FALSE IMPRESSION,Jeffrey Archer,YES,11,Mystery,1.87,37,src\ImagesOthers\bookpic2.jpg
10932,HEADS YOU WIN,Jeffrey Archer,YES,20,Mystery,2.13,12,src\ImagesOthers\bookpic2.jpg
10933,HEAVEN,Jeffrey Archer,YES,21,Crime,4.26,46,src\ImagesOthers\bookpic2.jpg
10934,HELL,Jeffrey Archer,YES,24,Crime,2.89,18,src\ImagesOthers\bookpic2.jpg
10935,HIDDEN IN PLAIN SIGHT,Jeffrey Archer,YES,12,Mystery,3.47,45,src\ImagesOthers\bookpic2.jpg
10936,HONOR AMONG THIEVES (WITH FRANK OWEN),Jeffrey Archer,YES,3,Mystery,3.34,15,src\ImagesOthers\bookpic2.jpg
10937,KANE AND ABEL,Jeffrey Archer,YES,3,Thriller,2.55,82,src\ImagesOthers\bookpic2.jpg
10938,MIGHTIER THAN THE SWORD,Jeffrey Archer,YES,18,Thriller,3.54,72,src\ImagesOthers\bookpic2.jpg
10939,NOT A PENNY MORE NOT A PENNY LESS,Jeffrey Archer,YES,23,Mystery,2.75,37,src\ImagesOthers\bookpic2.jpg
10940,NOTHING VENTURED,Jeffrey Archer,YES,25,Mystery,3.2,19,src\ImagesOthers\bookpic2.jpg
10941,ONLY TIME WILL TELL,Jeffrey Archer,YES,20,Thriller,4.66,0,src\ImagesOthers\bookpic2.jpg
10942,PATHS OF GLORY,Jeffrey Archer,YES,8,Mystery,2.72,51,src\ImagesOthers\bookpic2.jpg
10943,PURGATORY,Jeffrey Archer,YES,20,Crime,2.54,98,src\ImagesOthers\bookpic2.jpg
10944,SHALL WE TELL THE PRESIDENT?,Jeffrey Archer,YES,19,Mystery,3.21,21,src\ImagesOthers\bookpic2.jpg
10945,SONS OF FORTUNE,Jeffrey Archer,YES,18,Mystery,1.29,86,src\ImagesOthers\bookpic2.jpg
10946,THE CLIFTON CHRONICLES SERIES (LISTED ABOVE),Jeffrey Archer,YES,19,Mystery,4.64,4,src\ImagesOthers\bookpic2.jpg
10947,THE COLLECTED SHORT STORIES,Jeffrey Archer,YES,14,Short Stories,2.42,14,src\ImagesOthers\bookpic2.jpg
10948,THE ELEVENTH COMMANDMENT,Jeffrey Archer,YES,26,Mystery,4.46,36,src\ImagesOthers\bookpic2.jpg
10949,THE FIRST MIRACLE,Jeffrey Archer,YES,9,Mystery,3.12,51,src\ImagesOthers\bookpic2.jpg
10950,THE FOURTH ESTATE,Jeffrey Archer,YES,27,Mystery,3.56,24,src\ImagesOthers\bookpic2.jpg
10951,THE GOSPEL ACCORDING TO JUDAS (WITH FRANK R. KESSLER),Jeffrey Archer,YES,18,Mystery,1.98,100,src\ImagesOthers\bookpic2.jpg
10952,THE NEW COLLECTED SHORT STORIES,Jeffrey Archer,YES,14,Non Fiction,1.53,45,src\ImagesOthers\bookpic2.jpg
10953,THE PRODIGAL DAUGHTER,Jeffrey Archer,YES,2,Thriller,2.81,94,src\ImagesOthers\bookpic2.jpg
10954,THE SINS OF THE FATHER,Jeffrey Archer,YES,12,Thriller,3.97,97,src\ImagesOthers\bookpic2.jpg
10955,THE TIME OF MY LIFE,Jeffrey Archer,YES,3,Non Fiction,1.5,46,src\ImagesOthers\bookpic2.jpg
10956,THIS WAS A MAN,Jeffrey Archer,YES,7,Thriller,3.8,51,src\ImagesOthers\bookpic2.jpg
10957,TO CUT A LONG STORY SHORT,Jeffrey Archer,YES,21,Short Stories,3.44,57,src\ImagesOthers\bookpic2.jpg
10958,TURN A BLIND EYE,Jeffrey Archer,YES,29,Mystery,2.22,68,src\ImagesOthers\bookpic2.jpg
10959,TWELVE RED HERRINGS,Jeffrey Archer,YES,10,Short Stories,3.44,64,src\ImagesOthers\bookpic2.jpg
10960,WELL MET,Jen DeLuca,YES,20,Romance,3.55,19,src\ImagesOthers\bookpic2.jpg
10961,HOUSE FOR ALL SEASONS,Jenn J Mcleod,YES,1,Contemporary,4.02,79,src\ImagesOthers\bookpic2.jpg
10962,THE MADNESS OF LORD IAN MACKENZIE,Jennifer Ashley,YES,6,Romance,2.81,45,src\ImagesOthers\bookpic2.jpg
10963,THE TEA ROSE,Jennifer Donnelly,YES,4,Romance,1.39,17,src\ImagesOthers\bookpic2.jpg
10964,HOW I LOST YOU,Jenny Blackhurst,YES,20,Mystery Thriller Crime Suspense,3.87,29,src\ImagesOthers\bookpic2.jpg
10965,THE ENDLESS BEACH,Jenny Colgan,YES,19,Romance,3.9,50,src\ImagesOthers\bookpic2.jpg
10966,THE GOOD THE BAD AND THE DUMPED,Jenny Colgan,YES,9,Romance,1.35,60,src\ImagesOthers\bookpic2.jpg
10967,WEST END GIRLS,Jenny Colgan,YES,21,Romance Chicklit,3.38,95,src\ImagesOthers\bookpic2.jpg
10968,TO ALL THE BOYS I'VE LOVED BEFORE,Jenny Han,YES,1,Young Adult Romance,2.27,81,src\ImagesOthers\bookpic2.jpg
10969,TO ALL THE BOYS I'VE LOVED BEFORE,Jenny Han,YES,9,Young Adult Fiction,3.43,86,src\ImagesOthers\bookpic2.jpg
10970,THREE MEN IN A BOAT,Jerome K. Jerome,YES,23,Humor,1.05,67,src\ImagesOthers\bookpic2.jpg
10971,A SHADOW BRIGHT AND BURNING,Jessica Cluess,YES,13,Romance,4.02,45,src\ImagesOthers\bookpic2.jpg
10972,FLAT-OUT LOVE,Jessica Park,YES,27,Romance,4.86,10,src\ImagesOthers\bookpic2.jpg
10973,THE COINCIDENCE OF CALLIE & KAYDEN,Jessica Sorensen,YES,7,Romance,3.53,51,src\ImagesOthers\bookpic2.jpg
10974,THE INTERPRETER OF MALADIES,Jhumpa Lahiri,YES,2,Short Stories,4.65,53,src\ImagesOthers\bookpic2.jpg
10975,THE NAMESAKE,Jhumpa Lahiri,YES,5,Cultural Fiction,1.74,63,src\ImagesOthers\bookpic2.jpg
10976,THE LIGHT WE LOST,Jill Santopolo,YES,10,Romance,1.68,53,src\ImagesOthers\bookpic2.jpg
10977,PRETTY LITTLE THINGS,Jilliane Hoffman,YES,4,Mystery Thriller Crime Suspense,4.03,69,src\ImagesOthers\bookpic2.jpg
10978,GOOD TO GREAT,Jim Collins,YES,22,Nonfiction Business Leadership Management,4.14,38,src\ImagesOthers\bookpic2.jpg
10979,THE REDEEMER,Jo Nesbo,YES,17,Mystery Thriller Crime,4.08,25,src\ImagesOthers\bookpic2.jpg
10980,THE REDEEMER,Jo Nesbo,YES,2,Fantasy Romance Magical Realism,3.54,30,src\ImagesOthers\bookpic2.jpg
10981,THE SNOWMAN,Jo Nesbo,YES,19,Mystery Crime Thriller,4.02,58,src\ImagesOthers\bookpic2.jpg
10982,LOVE AND DESIRE AND HATE,Joan Collins,YES,15,Romance,3.78,10,src\ImagesOthers\bookpic2.jpg
10983,CHOCOLAT,Joanne Harris,YES,26,Fantasy Romance,3.96,30,src\ImagesOthers\bookpic2.jpg
10984,THIS MAN,Jodi Ellen Malpas,YES,11,Romance,3.98,5,src\ImagesOthers\bookpic2.jpg
10985,HANDLE WITH CARE,Jodi Picoult,YES,21,Drama,4,57,src\ImagesOthers\bookpic2.jpg
10986,KEEPING FAITH,Jodi Picoult,YES,29,Drama,3.81,71,src\ImagesOthers\bookpic2.jpg
10987,LEAVING TIME,Jodi Picoult,YES,18,Chicklit Drama,3.99,98,src\ImagesOthers\bookpic2.jpg
10988,MY SISTER'S KEEPER,Jodi Picoult,YES,4,Young Adult Fiction,4.1,89,src\ImagesOthers\bookpic2.jpg
10989,PERFECT MATCH,Jodi Picoult,YES,4,Romance Drama Mystery,3.97,92,src\ImagesOthers\bookpic2.jpg
10990,SALEM FALLS,Jodi Picoult,YES,28,Chicklit Romance,3.83,18,src\ImagesOthers\bookpic2.jpg
10991,THE SWISS FAMILY ROBINSON,Johann Wyss,YES,15,Classic Fiction Adventure,3.91,23,src\ImagesOthers\bookpic2.jpg
10992,THE SEA,John Banville,YES,29,Literature,3.54,47,src\ImagesOthers\bookpic2.jpg
10993,MARS AND VENUS IN LOVE,John Gray,YES,13,Non Fiction Self Help Relationships,3.4,28,src\ImagesOthers\bookpic2.jpg
10994,MEN ARE FROM MARS WOMEN ARE FROM VENUS,John Gray,YES,18,Non Fiction Self Help Relationships,3.58,96,src\ImagesOthers\bookpic2.jpg
10995,AN ABUNDANCE OF KATHERINES,John Green,YES,2,Romance,1.7,75,src\ImagesOthers\bookpic2.jpg
10996,THE FAULT IN OUR STARS,John Green,YES,30,Young Adult Fiction,2.22,100,src\ImagesOthers\bookpic2.jpg
10997,COLD IN HAND,John Harvey,YES,16,Mystery Thriller Crime,3.96,18,src\ImagesOthers\bookpic2.jpg
10998,THE GRAPES OF WRATH,John Steinbeck,YES,22,Historical Fiction,1.11,45,src\ImagesOthers\bookpic2.jpg
10999,ME BEFORE YOU,Jojo Moyes,YES,14,Romance,4.26,51,src\ImagesOthers\bookpic2.jpg
11000,THE OUTCAST,Jolina Petersheim,YES,20,Romance,3.73,21,src\ImagesOthers\bookpic2.jpg
11001,GULLIVER'S TRAVELS,Jonathan Swift,YES,11,Fantasy,1.53,79,src\ImagesOthers\bookpic3.jpg
11002,NOSTROMO,Joseph Conrad,YES,1,Political,1.43,18,src\ImagesOthers\bookpic3.jpg
11003,THE SECRET AGENT,Joseph Conrad,YES,15,Political,2.59,60,src\ImagesOthers\bookpic3.jpg
11004,LIVE THE DREAM,Josephine Cox,YES,22,Romance,1.43,89,src\ImagesOthers\bookpic3.jpg
11005,THE TWO LIVES OF LYDIA BIRD,Josie Silver,YES,13,Romance Chicklit,3.75,24,src\ImagesOthers\bookpic3.jpg
11006,MAYA,Jostein Gaarder,YES,30,Fiction,2.08,43,src\ImagesOthers\bookpic3.jpg
11007,SOPHIE'S WORLD,Jostein Gaarder,YES,29,Philosophical Fiction,3.42,4,src\ImagesOthers\bookpic3.jpg
11008,THE CASTLE IN THE PYRENEES,Jostein Gaarder,YES,15,Fiction,1.29,18,src\ImagesOthers\bookpic3.jpg
11009,THE CHRISTMAS MYSTERY,Jostein Gaarder,YES,14,Philosophical Fiction,3.93,74,src\ImagesOthers\bookpic3.jpg
11010,THE KINGDOM IN THE CLOUDS,Jostein Gaarder,YES,24,Fiction,3.16,77,src\ImagesOthers\bookpic3.jpg
11011,THE ORANGE GIRL,Jostein Gaarder,YES,20,Fiction,4.02,8,src\ImagesOthers\bookpic3.jpg
11012,THE RINGMASTER'S DAUGHTER,Jostein Gaarder,YES,30,Philosophical Fiction,3.98,32,src\ImagesOthers\bookpic3.jpg
11013,THE SOLITAIRE MYSTERY,Jostein Gaarder,YES,1,Philosophical Fiction,4.63,0,src\ImagesOthers\bookpic3.jpg
11014,THE WOMAN WITH THE BIRTHMARK,Jostein Gaarder,YES,15,Fiction,3.23,30,src\ImagesOthers\bookpic3.jpg
11015,THE WORLD ACCORDING TO ANNA,Jostein Gaarder,YES,25,Fiction,1.49,100,src\ImagesOthers\bookpic3.jpg
11016,THE WORLD ACCORDING TO ANNA,Jostein Gaarder,YES,13,Fiction,1.17,71,src\ImagesOthers\bookpic3.jpg
11017,VITA BREVIS,Jostein Gaarder,YES,24,Fiction,3.57,2,src\ImagesOthers\bookpic3.jpg
11018,SHE'S NOT THERE,Joy Fielding,YES,15,Mystery Thriller Crime Suspense,3.89,11,src\ImagesOthers\bookpic3.jpg
11019,NEW DAY NEW YOU,Joyce Meyer,YES,11,Inspirational,4.47,97,src\ImagesOthers\bookpic3.jpg
11020,A KNIGHT IN SHINING ARMOR,Jude Deveraux,YES,12,Romance,4.79,4,src\ImagesOthers\bookpic3.jpg
11021,FIRST IMPRESSION,Jude Deveraux,YES,17,Romantic Suspense,3.72,5,src\ImagesOthers\bookpic3.jpg
11022,PROMISES,Jude Deveraux,YES,23,Romance,4,51,src\ImagesOthers\bookpic3.jpg
